Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Calea Grivitei, Grivita, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=884,56m²,3 camere,drept de proprietate,80 000 €,gata de utilizare,fara informatii,6/7
Apartament de vânzare,"Sighisoara, Mures",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-zona-plopilor-sighisoara-IDBtmH,53.52m²,3 camere,fara informatii,58 000 €,fara informatii,centralizată,parter
Apartament de vânzare,"Marasti, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1323,75m²,3 camere,fara informatii,230 000 €,gata de utilizare,centralizată,mansardă/4
Apartament de vânzare,"Centru, Zalau, Salaj",fara informatii,"balcon
bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1323,72m²,3 camere,fara informatii,79 000 €,necesita renovare,centrală pe gaz,2
Apartament de vânzare,"Titan, Sectorul 3, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/proprietar-vnd-ap-4-camere-zona-parc-ior-baba-novac-IDBtlY,67m²,4 camere,fara informatii,88 500 €,fara informatii,fara informatii,10
Apartament de vânzare,"Strada Apeductului, Rosu, Chiajna, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1323,50.5m²,2 camere,drept de proprietate,55 000 €,gata de utilizare,centrală pe gaz,6/6
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1323,28m²,1 cameră,fara informatii,34 999 €,fara informatii,fara informatii,parter/2
Apartament de vânzare,"Sighisoara, Mures",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-4-camere-zona-mihai-viteazu-sighisoara-IDBtlx,80.42m²,4 camere,fara informatii,75 000 €,fara informatii,centralizată,1
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
grădină
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,113.6m²,2 camere,fara informatii,94 495 €,fara informatii,centralizată,parter
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,56.9m²,2 camere,fara informatii,67 890 €,fara informatii,centralizată,3
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
terasă
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,64.81m²,2 camere,fara informatii,77 064 €,fara informatii,centralizată,3
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,66.38m²,2 camere,fara informatii,78 899 €,fara informatii,centralizată,3
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,"balcon
terasă
garaj",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,97m²,4 camere,fara informatii,260 000 €,fara informatii,centralizată,10
Apartament de vânzare,"Micro 17, Galati, Galati",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,90m²,4 camere,fara informatii,95 000 €,gata de utilizare,centrală pe gaz,5/10
Apartament de vânzare,"Salonta, Bihor",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,76m²,4 camere,fara informatii,72 000 €,fara informatii,centralizată,4
Apartament de vânzare,"Salonta, Bihor",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-4-camere-de-vanzare-salonta-IDAtqj,76m²,4 camere,fara informatii,72 000 €,fara informatii,centralizată,4
Apartament de vânzare,"Burdujeni-Sat, Suceava, Suceava",fara informatii,"balcon
grădină
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,24m²,1 cameră,fara informatii,37 000 €,gata de utilizare,altul,parter/4
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/3-camere-decomandat-pallady-700-metri-metrou-nicolae-teclu-IDCbca,99.12m²,3 camere,fara informatii,125 000 €,fara informatii,centralizată,5
Apartament de vânzare,"Calea Aradului, Oradea, Bihor",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,66m²,3 camere,fara informatii,90 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"1 Mai, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,43.7m²,2 camere,fara informatii,109 000 €,gata de utilizare,centralizată,1/2
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/locuin-premium-acces-facil-la-transport-public-theodor-pallady-IDCbc9,62.4m²,2 camere,fara informatii,74 312 €,fara informatii,fara informatii,1
Apartament de vânzare,"1 Mai, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/2-camere-1-mai-domenii-pajura-grivita-metrou-7-IDC4gX,43.7m²,2 camere,fara informatii,109 000 €,gata de utilizare,centralizată,1/2
Apartament de vânzare,"Intre Lacuri, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,28m²,1 cameră,fara informatii,75 000 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"Strada Sergent Vasile Adam, Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
terasă",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-finisat-exigent-plaza-residence-faza-5-IDCbc0,50m²,2 camere,fara informatii,125 000 €,fara informatii,centralizată,4
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
grădină",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/2-camere-plaza-exigent-faza-4-decomandat-an-2022-lujerului-metrou-IDC4gP,55m²,2 camere,fara informatii,139 000 €,fara informatii,fara informatii,6
Apartament de vânzare,"Intre Lacuri, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/garsoniera-decomandata-marasti-expo-transilvania-IDAtoP,28m²,1 cameră,fara informatii,75 000 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/2-camere-spatios-titan-pallady-7-min-metrou-nicolae-teclu-IDCbc8,65.12m²,2 camere,fara informatii,85 000 €,fara informatii,centralizată,3
Apartament de vânzare,"Obor, Sectorul 2, Bucuresti",fara informatii,"balcon
garaj
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/vanzare-apartament-3-camere-bucur-obor-parcare-boxa-IDBTxt,54m²,3 camere,fara informatii,180 900 €,fara informatii,centralizată,8
Apartament de vânzare,"Selimbar, Sibiu",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,91.14m²,4 camere,fara informatii,161 400 €,gata de utilizare,centralizată,2/6
Apartament de vânzare,"Strada Sergent Vasile Adam, Militari, Sectorul 6, Bucuresti",fara informatii,"balcon
terasă",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-finisat-exigent-plaza-residence-faza-5-IDCbc0,50m²,2 camere,fara informatii,125 000 €,fara informatii,centralizată,4
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,64m²,3 camere,fara informatii,64 500 €,fara informatii,fara informatii,4
Apartament de vânzare,"Obor, Sectorul 2, Bucuresti",fara informatii,"balcon
garaj
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/vanzare-apartament-3-camere-bucur-obor-parcare-boxa-IDBTxt,54m²,3 camere,fara informatii,180 900 €,fara informatii,centralizată,8
Apartament de vânzare,"Selimbar, Sibiu",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-4-camere-2-bai-etaj-2-la-cheie-zona-lidl-doamna-stanca-IDC4gM,91.14m²,4 camere,fara informatii,161 400 €,gata de utilizare,centralizată,2/6
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/vanzare-apartament-3-camere-podu-ros-cantemir-IDAton,64m²,3 camere,fara informatii,64 500 €,fara informatii,fara informatii,4
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/oferta-lansare-2-camere-pallady-metrou-teclu-IDCbc4,48.15m²,2 camere,fara informatii,66 972 €,fara informatii,centralizată,2
Apartament de vânzare,"Targoviste, Dambovita",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,49.27m²,2 camere,fara informatii,49 000 €,gata de utilizare,centralizată,4/4
Apartament de vânzare,"Centru, Arad, Arad",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,75m²,2 camere,fara informatii,93 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Titan, Sectorul 3, Bucuresti",fara informatii,"balcon
grădină
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/ap-2-cam-clasic-bucataria-inchisa-auchan-titan-parc-teilor-IDCbc1,61.93m²,2 camere,fara informatii,91 500 €,fara informatii,fara informatii,4
Apartament de vânzare,"Tomis I, Constanta, Constanta",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=884,55m²,2 camere,fara informatii,130 000 €,gata de utilizare,fara informatii,6
Apartament de vânzare,"Slatina, Olt",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=444,60m²,3 camere,fara informatii,80 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/oferta-lansare-2-camere-pallady-metrou-teclu-IDCbc4,48.15m²,2 camere,fara informatii,66 972 €,fara informatii,centralizată,2
Apartament de vânzare,"Centru, Targu Mures, Mures",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1764,80m²,3 camere,fara informatii,155 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Strada Vitejiei, Vatra Luminoasa, Sectorul 2, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=884,38m²,1 cameră,drept de proprietate,82 000 €,gata de utilizare,fara informatii,6/7
Apartament de vânzare,"Slatina, Olt",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-et-2-4-ultracentral-IDC4gF,60m²,3 camere,fara informatii,80 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Titan, Sectorul 3, Bucuresti",fara informatii,"balcon
grădină
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/ap-2-cam-clasic-bucataria-inchisa-auchan-titan-parc-teilor-IDCbc1,61.93m²,2 camere,fara informatii,91 500 €,fara informatii,fara informatii,4
